i,j,y,t
11138,843,-1.49164284270381,2
11139,246,0.481904190816188,1
11139,246,0.391611163463928,2
11140,249,-0.373148075914212,1
11140,249,0.443271826063199,2
11141,481,1.63514384989451,1
11141,481,1.46529767730921,2
11142,978,-1.69241588014842,1
11142,978,-0.518175854959839,2
11143,243,0.6569181313743,1
11143,243,0.906164426313554,2
11144,478,0.23301540468707,1
11144,478,0.847465777014128,2
11145,773,1.37688854703608,1
11145,773,1.4391726546348,2
11146,197,-0.298637246585949,1
11146,197,-0.867093451015624,2
11147,782,-1.53426649381548,1
11147,782,-1.48870690906377,2
11148,776,-0.92500136628776,1
11148,776,-1.56831131083809,2
11149,844,1.9522298534237,1
11149,844,1.98406967215371,2
11150,723,0.449552072977534,1
11150,723,0.249211479552817,2
11151,372,-1.37217113900812,1
11151,365,-0.106688803844083,2
11152,241,-0.0251353038816858,1
11152,241,-0.268259639540493,2
11153,555,-1.24685491956321,1
11153,555,-0.99277091261994,2
11154,882,-1.44467341461882,1
11154,116,-0.685789096972721,2
11155,493,1.29931102487472,1
11155,493,0.776449992530088,2
11156,107,-1.23804207169336,1
11156,107,-1.07153752187919,2
11157,636,-2.17420292632989,1
11157,915,0.162030969045038,2
11158,311,1.88951323097523,1
11158,311,1.91081728039024,2
11159,590,-1.17375592437673,1
11159,590,-0.232989421469197,2
11160,211,-0.192600707357386,1
11160,211,-0.0470909704035944,2
11161,790,1.42849792550797,1
11161,790,1.92057779189912,2
11162,29,-0.982714665913993,1
11162,29,-0.35530700256486,2
11163,14,-1.0103824854004,1
11163,823,-1.06751695203966,2
11164,187,0.555603165847388,1
11164,735,1.37699775466252,2
11165,4,0.986610748482535,1
11165,4,1.38285423410393,2
11166,554,-0.356428255347923,1
11166,554,-0.168237483748721,2
11167,592,3.14136121932918,1
11167,592,2.47130319390408,2
11168,40,0.35960895380801,1
11168,330,0.649696187474876,2
11169,558,0.148021878451955,1
11169,558,1.21508248643877,2
11170,709,0.90293785890601,1
11170,709,0.25604913033082,2
11171,457,1.14239327662978,1
11171,813,1.3390333551,2
11172,534,-1.71726681997873,1
11172,534,-1.55707834248738,2
11173,103,0.901865263042447,1
11173,103,1.00292877259664,2
11174,857,0.561322406286782,1
11174,22,1.1395831444801,2
11175,336,1.8761652371012,1
11175,336,1.84134201482155,2
11176,251,-0.0212479948224142,1
11176,251,0.955761766425568,2
11177,256,-4.00036127113821,1
11177,256,-3.23375255129973,2
11178,441,0.721862002024265,1
11178,441,0.860314801876458,2
11179,416,-0.113695770241339,1
11179,416,0.284013574959798,2
11180,945,1.09305063302017,1
11180,945,1.00883000239249,2
11181,413,0.694457870891896,1
11181,470,-0.0887558256723864,2
11182,930,1.23162742613307,1
11182,930,1.02229605374933,2
11183,857,0.132400921294805,1
11183,857,-0.586376627056823,2
11184,489,-0.155135834952703,1
11184,126,-0.717774915465384,2
11185,960,-0.894676021309573,1
11185,960,-0.536033485915754,2
11186,730,-0.0919175176199742,1
11186,730,-0.727021705635558,2
11187,353,1.52941380200043,1
11187,542,0.92629657544816,2
11188,52,-0.804329233772756,1
11188,52,-0.645372114731882,2
11189,130,1.14979973686144,1
11189,130,1.15954038805533,2
11190,447,-1.51802576371517,1
11190,447,-1.28467147481132,2
11191,837,-0.914890896590482,1
11191,837,-0.806899422355656,2
11192,463,-2.0020078767322,1
11192,463,-2.35240037210227,2
11193,520,-0.497263641550876,1
11193,520,-0.490909199590275,2
11194,205,0.705890098171769,1
11194,205,0.60865452125431,2
11195,597,-1.60841036725,1
11195,891,-2.00700967567771,2
11196,94,0.735343048472976,1
11196,443,1.13574314188381,2
11197,659,1.04853243976492,1
11197,659,1.73835512264753,2
11198,802,1.30192492055142,1
11198,802,1.45979922363829,2
11199,602,-0.0729217792939914,1
11199,602,-0.894031439021923,2
11200,425,-0.455311384169239,1
11200,425,-1.18313628627803,2
11201,637,0.443808596433585,1
11201,570,0.853298420279243,2
11202,766,0.433267792908039,1
11202,580,1.17724334113595,2
11203,282,2.22065394798374,1
11203,282,1.89366642084203,2
11204,507,2.36790655630182,1
11204,632,1.7995588344626,2
11205,288,1.1331920871482,1
11205,288,1.96143260244431,2
11206,943,-0.154581978097862,1
11206,139,-0.18699208950746,2
11207,141,1.6533306333463,1
11207,141,1.63487276952485,2
11208,310,-0.096582841386117,1
11208,310,0.79626754707009,2
11209,781,2.17776219264192,1
11209,781,2.05855683660312,2
11210,737,-1.92412032360573,1
11210,737,-1.50919587413253,2
11211,712,1.47322082928305,1
11211,712,0.986974849614027,2
11212,778,0.255546646808413,1
11212,778,-0.179073741361882,2
11213,154,0.684004892298098,1
11213,849,0.751136114422595,2
11214,580,0.192255650727346,1
11214,580,-0.215442679012964,2
11215,528,2.33584087153883,1
11215,528,1.45011486974188,2
11216,845,0.839149989109605,1
11216,845,1.34856662430823,2
11217,867,-1.04733622324992,1
11217,867,-1.3638655303248,2
11218,325,-3.49243800440258,1
11218,325,-2.97604934930973,2
11219,391,-0.300477882379004,1
11219,391,-0.0907058192948221,2
11220,824,1.51114835183869,1
11220,824,1.2340096391517,2
11221,327,1.40382823423719,1
11221,327,1.14218110202626,2
11222,503,-0.368698654183953,1
11222,503,-0.279473954149741,2
11223,707,-0.0370340706884323,1
11223,707,0.344971061630439,2
11224,255,-1.38890042948266,1
11224,792,0.159324868121506,2
11225,836,0.786587091538501,1
11225,836,0.867948609461771,2
11226,228,-0.424621234572329,1
11226,228,-0.572888652231898,2
11227,842,0.70062439799482,1
11227,842,0.962143967647749,2
11228,326,-0.701047688060808,1
11228,326,0.0910784185197068,2
11229,587,1.37558543497384,1
11229,587,1.14279702737555,2
11230,11,1.12314835173156,1
11230,11,1.16310851899346,2
11231,270,0.17116974870086,1
11231,270,0.356514436157623,2
11232,387,-0.627511973458699,1
11232,387,-0.246330582423514,2
11233,298,1.20374821989566,1
11233,555,0.651776205961994,2
11234,276,0.988920156602045,1
11234,369,-0.162182057219593,2
11235,358,-0.232675886857869,1
11235,358,-1.29993636033059,2
11236,857,-1.81389155887688,1
11236,857,-2.27126269380041,2
11237,943,0.464654302682697,1
11237,943,0.59649861867292,2
11238,104,0.408747642873592,1
11238,151,-0.687703835337902,2
11239,470,0.875550786124293,1
11239,470,0.632001996394975,2
11240,210,0.887963820450962,1
11240,210,1.17865700241872,2
11241,19,-1.13621171500226,1
11241,167,-0.911243967583056,2
11242,96,-0.393920054018515,1
11242,96,-0.00901136355594195,2
11243,891,-1.22542328415304,1
11243,891,-1.81362631042464,2
11244,284,0.519581985409975,1
11244,284,0.499009555292481,2
11245,993,-0.170078404062067,1
11245,993,-0.477717586598188,2
11246,340,0.959488591177899,1
11246,340,0.853242289405215,2
11247,432,-0.439918757282601,1
11247,432,-0.536334314194674,2
11248,901,-0.202217628152379,1
11248,901,-0.375568709781562,2
11249,270,0.639281149415824,1
11249,270,0.621091302139989,2
11250,244,-0.122239351623323,1
11250,244,-0.0328241010816159,2
11251,122,-0.613425291044274,1
11251,122,-0.327106782189036,2
11252,648,0.982352976883809,1
11252,648,1.11182041176407,2
11253,891,-0.227876992863747,1
11253,891,-0.108785488821101,2
11254,643,-0.690745262585132,1
11254,683,-0.720048253668348,2
11255,200,-1.17667498878723,1
11255,200,-0.926896421239146,2
11256,68,1.4795341753567,1
11256,68,1.03190727761879,2
11257,344,2.60041663643194,1
11257,344,2.13044982280569,2
11258,936,1.15834898047387,1
11258,936,1.42724456322041,2
11259,782,-3.58773946041112,1
11259,782,-3.55787577498532,2
11260,866,0.744198162861077,1
11260,866,0.800676901242136,2
11261,85,-1.20646712867094,1
11261,85,-0.293724847262657,2
11262,30,0.953449157547907,1
11262,522,1.14779280005171,2
11263,233,-0.845531029768501,1
11263,233,-0.202340348612524,2
11264,382,-0.84313094430114,1
11264,382,-0.371525612072537,2
11265,608,-0.813542728288125,1
11265,608,-0.541483241581835,2
11266,58,-0.196291343526762,1
11266,58,-0.351931348857233,2
11267,181,-0.779332921886755,1
11267,181,-0.93478375716572,2
11268,875,0.236935998751565,1
11268,875,0.292077836103614,2
11269,785,0.0598287932694695,1
11269,785,-0.666506990625066,2
11270,127,0.720868227304811,1
11270,127,0.723665857378248,2
11271,618,-0.581903573386109,1
11271,618,-0.469459262995609,2
11272,302,0.735054465776076,1
11272,302,0.597888352221221,2
11273,768,0.357719367955888,1
11273,768,0.365989973523047,2
11274,626,0.67924355794144,1
11274,626,0.330312683415808,2
11275,571,-0.237912571770195,1
11275,571,-0.299341426470224,2
11276,709,-0.346980102056991,1
11276,709,-0.113139044600176,2
11277,331,-0.617831825441838,1
11277,331,-0.472294486850815,2
11278,920,-1.32700357971858,1
11278,920,-0.978511747220578,2
11279,427,0.765460497630876,1
11279,427,0.685251600838367,2
11280,421,1.90925569562855,1
11280,421,1.88883829136942,2
11281,153,-0.568477003950988,1
11281,710,0.620110221821333,2
11282,927,-0.249243897054608,1
11282,927,0.306483619091753,2
11283,138,1.3561411346863,1
11283,138,1.70127508305219,2
11284,854,-0.496872591233027,1
11284,854,-0.00109309695829854,2
11285,650,0.881963526290637,1
11285,650,1.25982431926622,2
11286,856,0.575272030353593,1
11286,856,0.6846293610473,2
11287,392,-0.190603303066228,1
11287,647,-1.82817590741659,2
11288,285,-1.1920092317508,1
11288,285,-0.567537717632319,2
11289,656,0.514210661315292,1
11289,656,0.18549930229248,2
11290,726,1.04851260079117,1
11290,985,0.901337679504224,2
11291,983,-1.08371089034818,1
11291,983,-1.14882976117753,2
11292,612,1.19067574284665,1
11292,612,0.839557052426081,2
11293,41,-0.139617493602945,1
11293,442,0.67993746571987,2
11294,788,1.30990290589069,1
11294,788,1.39313777208985,2
11295,504,-0.805773670467926,1
11295,726,-0.863885009560882,2
11296,262,-0.739777574393107,1
11296,262,-0.317275852352755,2
11297,622,-0.175092723294402,1
11297,622,0.18863288012734,2
11298,26,-0.379174559349375,1
11298,558,0.959587806405502,2
11299,470,-0.0510772562963599,1
11299,470,0.349901638308616,2
11300,781,0.564527733803775,1
11300,781,0.973747076833882,2
11301,497,-1.99567447251847,1
11301,765,-0.828874993464101,2
11302,346,0.773040615789044,1
11302,346,1.62058429622392,2
11303,41,-0.0022889164011354,1
11303,41,-0.238063540241756,2
11304,649,0.966253369450147,1
11304,649,0.95189110412223,2
11305,815,-2.22749350989252,1
11305,815,-1.25343855024551,2
11306,824,0.883993587567397,1
11306,824,0.419555638643563,2
11307,675,-0.0706850038382127,1
11307,675,0.283181730806432,2
11308,456,0.013911966872985,1
11308,456,0.216817319681494,2
11309,109,1.30056743640036,1
11309,109,1.70200248719138,2
11310,60,-0.530271046623947,1
11310,949,-1.22956962196101,2
11311,712,2.79534291043448,1
11311,712,2.31067504945262,2
11312,664,-0.982228145210908,1
11312,664,-0.197918233176793,2
11313,581,0.613767025343552,1
11313,581,0.563420456461372,2
11314,529,0.0921114224354378,1
11314,529,0.263091138235052,2
11315,584,0.267638126493423,1
11315,584,0.638159660152283,2
11316,507,1.48413947821063,1
11316,624,0.438375229792659,2
11317,247,1.40853964133591,1
11317,247,1.29143219457746,2
11318,365,0.0422920864093548,1
11318,807,-0.717692834263793,2
11319,213,-0.639463319646525,1
11319,213,-0.520279237771407,2
11320,39,0.108640069095896,1
11320,26,0.237732275434468,2
11321,408,0.235069378469846,1
11321,326,-0.0291914105463603,2
11322,989,-0.674883225165399,1
11322,989,-0.879127312185038,2
11323,509,0.993075141514467,1
11323,509,0.660857989263036,2
11324,629,0.998989469754995,1
11324,629,1.04233085011272,2
11325,23,0.193757446944124,1
11325,23,1.33483151926446,2
11326,405,2.08025182289718,1
11326,405,1.92192540450053,2
11327,113,-0.180380006864589,1
11327,113,-0.460786267220998,2
11328,771,-2.35377728679715,1
11328,771,-2.7334930526028,2
11329,835,0.716038567630819,1
11329,835,0.667191996716543,2
11330,264,-1.63446875213054,1
11330,491,-0.492037868997831,2
11331,234,1.26275186321441,1
11331,234,1.14603471315814,2
11332,78,2.25547223391762,1
11332,44,2.65828571115246,2
11333,179,-0.431352934125382,1
11333,179,-0.838704719718378,2
11334,84,-0.683695043324632,1
11334,84,-0.810628873214263,2
11335,441,1.17636237979895,1
11335,441,1.4637342894951,2
11336,401,-0.161781037910939,1
11336,401,0.0276831463000726,2
11337,447,0.781591726961499,1
11337,447,1.83344361618216,2
11338,255,-0.0765182564525586,1
11338,255,-0.229879252288208,2
11339,64,-0.596925987678087,1
11339,406,-1.23650887361948,2
11340,570,-1.43037740102553,1
11340,570,-0.918403533055137,2
11341,861,1.08870463821412,1
11341,861,0.926363236705407,2
11342,483,0.498259188581752,1
11342,483,0.100761918230309,2
11343,425,0.357184877218418,1
11343,425,0.18692863342436,2
11344,186,1.47413040557302,1
11344,186,0.872042296106452,2
11345,98,-1.00081262607154,1
11345,999,-1.71658714442943,2
11346,821,-1.09150287543946,1
11346,821,-1.89531786147579,2
11347,269,-1.55755259960999,1
11347,655,-0.815361192949982,2
11348,76,1.1075080977322,1
11348,76,0.949523109652762,2
11349,52,-1.31240029633417,1
11349,987,-1.51494256798286,2
11350,546,0.740868292386499,1
11350,546,0.612478049656763,2
11351,777,-1.3868446420667,1
11351,785,-0.947537121620526,2
11352,290,-2.68543728058312,1
11352,956,-3.55661020128845,2
11353,722,2.40511578167018,1
11353,722,1.79042438519576,2
11354,807,1.5628488735067,1
11354,807,1.13441288713681,2
11355,21,-0.331852097278187,1
11355,803,0.353224369472194,2
11356,136,-2.10292140835365,1
11356,136,-2.47142064376411,2
11357,467,0.877943985242908,1
11357,467,0.901960934903691,2
11358,216,0.120725663422126,1
11358,216,0.434229747503738,2
11359,69,0.915856335266927,1
11359,69,0.957715314341452,2
11360,360,1.54297599265456,1
11360,629,1.3259100523211,2
11361,262,-0.163483557543386,1
11361,262,0.36512459839824,2
11362,328,0.768086067238995,1
11362,328,0.609277350230654,2
11363,549,0.596355277420959,1
11363,549,0.796459906131734,2
11364,827,0.258301547562886,1
11364,873,1.25485459405365,2
11365,719,-0.370568355845705,1
11365,719,0.016726697284024,2
11366,714,0.500028110707214,1
11366,714,0.211680845484852,2
11367,533,0.777671927617623,1
11367,533,0.864704633236621,2
11368,771,-1.27618077833066,1
11368,771,-0.767616603648371,2
11369,78,1.14534181177969,1
11369,78,1.14873700363918,2
11370,510,-0.137877190159787,1
11370,768,1.87688853963249,2
11371,695,1.35586859588369,1
11371,695,1.62068128767278,2
11372,665,-1.72536049064485,1
11372,217,-1.55835738494918,2
11373,389,-0.869019691445522,1
11373,165,-0.387487186923961,2
11374,108,-0.976547273570354,1
11374,108,-1.50997120223461,2
11375,292,0.501974558282531,1
11375,292,0.573643262240372,2
11376,22,0.347939716669658,1
11376,704,0.693908657854031,2
11377,963,-0.0731300926621255,1
11377,784,-1.52164845628787,2
11378,87,1.43696194927123,1
11378,87,1.65278529682541,2
11379,635,-0.339049006407159,1
11379,635,-0.299375161086977,2
11380,203,0.757199373461442,1
11380,203,1.40077775637147,2
11381,985,0.347128455429849,1
11381,985,0.159189403273069,2
11382,237,-2.48472756338488,1
11382,237,-2.03251827724099,2
11383,304,4.18673091808494,1
11383,304,3.92871613421082,2
11384,134,-0.684302014680636,1
11384,134,-0.690307414526603,2
11385,42,-0.714633506883583,1
11385,211,-0.341426248203362,2
11386,838,-0.831317986563543,1
11386,838,-0.017878809334174,2
11387,733,0.548095073362638,1
11387,733,0.913793805352226,2
11388,395,1.6407845266075,1
11388,395,1.58568186383798,2
11389,145,-0.922070084182863,1
11389,430,-0.148843298901086,2
11390,517,0.171039974963895,1
11390,566,0.46392404032267,2
11391,288,-1.39446504176888,1
11391,106,-1.25728176008729,2
11392,362,1.39882451275113,1
11392,362,1.01502602215885,2
11393,964,-0.523574017789192,1
11393,964,-1.27043890292575,2
11394,489,-0.108553050637885,1
11394,594,-1.62904579313595,2
11395,43,1.0409238171297,1
11395,43,0.882740566616846,2
11396,159,-0.569213246518732,1
11396,159,-0.830094439937963,2
11397,199,-0.0908245294856978,1
11397,199,-0.0175734500156388,2
11398,585,-2.3845504234748,1
11398,270,-1.54619690080745,2
11399,5,-1.23312677539136,1
11399,5,-1.52705170823328,2
11400,207,-2.34409716369525,1
11400,207,-2.25661757399445,2
11401,782,-0.118164751040762,1
11401,782,0.0342005688895407,2
11402,582,-1.03440960063404,1
11402,582,-0.803268925029519,2
11403,350,-0.29173687158579,1
11403,350,-0.0854710613271661,2
11404,318,1.40852035052826,1
11404,318,1.83936900190039,2
11405,17,-2.53055673964139,1
11405,17,-2.52246745115824,2
11406,515,0.504009058380316,1
11406,515,0.356949893966194,2
11407,728,-0.298564337955883,1
11407,728,-0.341024273517984,2
11408,164,0.513432347647385,1
11408,164,1.33695780327917,2
11409,938,-0.900065948042096,1
11409,938,-0.536098431531432,2
11410,775,-0.205167259358156,1
11410,775,-0.212874857881832,2
11411,751,-1.00194406896601,1
11411,751,-0.0917693857963557,2
11412,766,0.479073298199125,1
11412,766,0.366837016837059,2
11413,818,-0.258205468671272,1
11413,818,-0.512512547637075,2
11414,543,0.584946788150918,1
11414,543,0.0288121084955921,2
11415,74,0.0523646475377103,1
11415,114,-1.59118524550304,2
11416,639,-1.10595026150151,1
11416,639,-1.52536822632834,2
11417,561,0.414163153532017,1
11417,561,0.287813388831954,2
11418,28,0.0256663538606267,1
11418,400,-0.358220867453838,2
11419,128,-0.947380358421028,1
11419,128,-0.675418412302361,2
11420,920,1.59946821200287,1
11420,920,2.0591334768647,2
11421,301,0.983093475094494,1
11421,301,1.12126246192665,2
11422,14,0.86640114627335,1
11422,708,-0.388743839123364,2
11423,661,0.0491442889361976,1
11423,831,0.860006349862,2
11424,202,-0.341512582172151,1
11424,202,-0.35333976795836,2
11425,732,0.541392489928611,1
11425,732,0.779546138634954,2
11426,240,-2.49260648063404,1
11426,240,-2.4781547787531,2
11427,329,0.45242816305992,1
11427,329,0.967312823110983,2
11428,125,-3.20425180178756,1
11428,125,-3.539288485272,2
11429,519,-1.41035270253814,1
11429,519,-1.14109290561548,2
11430,307,2.45662676189522,1
11430,904,1.53923001868267,2
11431,258,-0.201550400647452,1
11431,258,-0.485987595104092,2
11432,109,-0.455787005935806,1
11432,109,-0.446889233106864,2
11433,208,-0.160056804783329,1
11433,208,-0.495461131727051,2
11434,125,-2.02644469724781,1
11434,125,-1.49138605000532,2
11435,650,1.73701477221824,1
11435,668,1.26265167142404,2
11436,969,-0.196662971154598,1
11436,969,-0.425120174729526,2
11437,986,0.462091840716964,1
11437,657,1.64806495611523,2
11438,865,1.06688867070842,1
11438,865,1.20538707259695,2
11439,229,1.35024640268156,1
11439,229,1.65908293173562,2
11440,941,-0.0421247952869602,1
11440,941,-0.258398434842474,2
11441,84,0.107015229057334,1
11441,84,0.669834764826054,2
11442,761,1.791249920328,1
11442,761,1.39998190727463,2
11443,606,-0.167477495648492,1
11443,606,0.436593529107673,2
11444,377,-1.01677987712928,1
11444,377,-0.809132026866019,2
11445,871,-0.56840388615152,1
11445,871,-0.0414690494609727,2
11446,283,0.332961498151954,1
11446,283,1.19833340805982,2
11447,95,0.534554220424917,1
11447,596,-0.356238373690954,2
11448,152,-0.320047590365415,1
11448,152,0.309553813464173,2
11449,393,-0.976988032893879,1
11449,393,-1.12719736322962,2
11450,674,1.10110274106239,1
11450,674,1.41390821599973,2
11451,396,-1.50945694682345,1
11451,201,-0.898860163318946,2
11452,307,0.0628912656025641,1
11452,307,0.423061339520107,2
11453,893,-0.39674743944135,1
11453,893,-0.596162503253436,2
11454,940,-0.509619135240136,1
11454,940,-0.381255697931013,2
11455,888,2.46477876198442,1
11455,888,2.42495971053522,2
11456,794,2.50660186514386,1
11456,794,2.19037933097102,2
11457,26,-1.21960236041445,1
11457,26,-1.12517863935475,2
11458,190,1.23750339963142,1
11458,190,0.984147655501434,2
11459,249,-1.17825562220831,1
11459,2,-2.01699763314597,2
11460,26,-0.72631796285536,1
11460,26,-1.24484763838021,2
11461,104,0.756375008531267,1
11461,104,1.59252217382684,2
11462,234,0.12191278726567,1
11462,234,0.25924237081957,2
11463,128,1.8397715781615,1
11463,128,1.37740539108838,2
11464,774,2.12281137410853,1
11464,320,2.15174495050567,2
11465,763,-1.38761949420836,1
11465,763,-1.0741847132279,2
11466,278,-1.37939676303996,1
11466,563,-0.736594187277811,2
11467,721,-0.836615489446321,1
11467,721,-0.772802324078555,2
11468,115,-0.350363178434891,1
11468,115,-0.243287512873901,2
11469,927,-0.842438376088532,1
11469,880,-0.920203369835545,2
11470,891,-2.07076088701426,1
11470,891,-2.22497524263828,2
11471,723,0.107232026305036,1
11471,723,-0.380103586347753,2
11472,474,-0.753224952578789,1
11472,474,-0.950961022970594,2
11473,428,-0.414249676691348,1
11473,428,0.289103506526604,2
11474,249,2.17047557706658,1
11474,249,1.3384054353458,2
11475,47,-0.84677815224125,1
11475,47,-0.683561859119766,2
11476,831,-0.77776642626965,1
11476,831,-1.30741868067954,2
11477,163,1.09485210775497,1
11477,163,1.09311298871472,2
11478,996,1.82884649876781,1
11478,996,1.93437121901509,2
11479,331,1.84606208813882,1
11479,331,1.87301306830296,2
11480,80,-0.402054122336581,1
11480,80,-0.253757674538664,2
11481,614,0.362790691772602,1
11481,614,0.953285444706294,2
11482,786,-0.186629212207152,1
11482,410,1.23184048859115,2
11483,824,0.28413728159923,1
11483,824,0.149178474355494,2
11484,295,-1.42922628119313,1
11484,295,-1.32635572447819,2
11485,51,0.938435059019749,1
11485,51,0.758204740316303,2
11486,17,-1.3673265032333,1
11486,17,-1.39857672872852,2
11487,736,-0.605026394759452,1
11487,737,-1.75182669514204,2
11488,46,-1.51893594388264,1
11488,46,-1.26511177847159,2
11489,171,2.00196655526153,1
11489,171,1.39931395013757,2
11490,634,-1.70366215592321,1
11490,634,-1.53325940758158,2
11491,673,0.285634908631279,1
11491,856,1.39118895332892,2
11492,102,0.918968904728378,1
11492,102,0.925294258876542,2
11493,340,0.893739698471485,1
11493,21,1.33772098163163,2
11494,911,0.805193595248171,1
11494,911,1.36713573311042,2
11495,55,-2.03633432734331,1
11495,550,-1.16767758291119,2
11496,845,1.17677913597962,1
11496,686,0.218385479119432,2
11497,777,-1.84813429661885,1
11497,777,-2.48335817165964,2
11498,459,0.957645558462758,1
11498,459,1.21296377153468,2
11499,503,0.958055216695658,1
11499,59,0.172709485178359,2
11500,160,-1.42968614036421,1
11500,868,-1.16830758727931,2
11501,693,0.782270211958721,1
11501,693,-0.308295793220452,2
11502,847,1.19850937609106,1
11502,847,1.51164876986868,2
11503,21,-0.891436426741296,1
11503,21,-0.901008358226422,2
11504,380,-0.585146196998954,1
11504,380,-1.27847056531961,2
11505,424,1.2379328912278,1
11505,424,1.29847167165771,2
11506,978,-1.07482869833961,1
11506,978,-1.00628618455769,2
11507,339,-0.573679654577208,1
11507,339,-0.493423589931714,2
11508,724,-0.147681755166385,1
11508,724,0.401194661945666,2
11509,691,-1.17723486739164,1
11509,691,-0.283153767137572,2
11510,896,1.87506660713636,1
11510,896,2.03652231526752,2
11511,488,0.963233857305039,1
11511,537,1.82021217506876,2
11512,126,-0.966229354169448,1
11512,126,-0.561191957292119,2
11513,216,0.424261644649425,1
11513,614,0.578783075091239,2
11514,434,0.181811789184936,1
11514,434,0.0538113566702656,2
11515,805,-0.704767955173172,1
11515,805,-0.647655129269302,2
11516,737,-0.528873632397755,1
11516,759,0.758438195964036,2
11517,935,-1.89607862280451,1
11517,935,-1.32756073664324,2
11518,651,0.627164277122469,1
11518,23,-1.71828921030605,2
11519,281,0.908253932394951,1
11519,281,1.51357348432634,2
11520,247,1.89289663924319,1
11520,247,1.01300743164204,2
11521,665,1.34619367506035,1
11521,665,1.19611528899072,2
11522,746,1.17150531494486,1
11522,746,1.12049429360058,2
11523,145,-0.100783559543839,1
11523,145,0.438732836150482,2
11524,851,-2.65700871477356,1
11524,851,-2.32217251984313,2
11525,958,-1.49523344146303,1
11525,958,-1.28788491800956,2
11526,499,-0.263485388303582,1
11526,499,0.133306716884401,2
11527,853,-2.64753506713687,1
11527,853,-2.84259979283941,2
11528,133,-0.000975976366600739,1
11528,133,0.217849944643039,2
11529,886,-0.790177616952355,1
11529,886,-1.20342992937889,2
11530,703,0.07451357070205,1
11530,703,0.741791706413447,2
11531,952,0.0162313648203803,1
11531,952,0.306107752444195,2
11532,475,2.70221354723048,1
11532,475,2.62498300479256,2
11533,72,-0.279769876601929,1
11533,72,-0.471608489354084,2
11534,581,0.448575771318791,1
11534,581,1.21817123033947,2
11535,42,-1.64983318449984,1
11535,42,-2.04775480394223,2
11536,812,-0.13086746397411,1
11536,812,-0.11611630103002,2
11537,108,-2.06570877928242,1
11537,108,-1.61642588098585,2
11538,771,-0.414362953159499,1
11538,771,-0.399591823415952,2
11539,466,3.39893994621948,1
11539,466,4.06802363412606,2
11540,24,0.142300787172703,1
11540,857,-1.76830021381155,2
11541,785,0.135521537564243,1
11541,785,0.603424947154618,2
11542,997,0.939239949306122,1
11542,997,0.867377700391962,2
11543,10,1.08244875641458,1
11543,10,0.626672616373068,2
11544,250,1.85408738952432,1
11544,90,1.09906969720537,2
11545,375,-0.519482529789027,1
11545,375,0.348264782842406,2
11546,683,-1.07788361539513,1
11546,683,-1.07780466838263,2
11547,14,0.93705028072172,1
11547,887,0.57551814444971,2
11548,149,0.165380764762443,1
11548,149,-0.227962740846787,2
11549,981,-1.67867355521462,1
11549,981,-0.999295310079394,2
11550,558,0.280504321303952,1
11550,558,0.628140831500607,2
11551,195,-1.43366058703576,1
11551,195,-1.57390872420762,2
11552,483,-0.170912396923416,1
11552,887,-0.827793666117843,2
11553,491,1.26457371132347,1
11553,491,1.01805631320457,2
11554,605,0.656032995712412,1
11554,772,1.40241460578878,2
11555,268,1.06394989068764,1
11555,268,1.15675909829391,2
11556,527,0.718928840559778,1
11556,527,0.542892130046798,2
11557,548,1.37077015169755,1
11557,548,1.89667760982775,2
11558,982,0.104550307240793,1
11558,982,0.575517912276071,2
11559,660,-2.19049654535916,1
11559,660,-2.05764291816706,2
11560,910,1.3246434309476,1
11560,910,1.24343760544896,2
11561,999,1.06874216460542,1
11561,999,1.99405057597894,2
11562,434,-1.15546500009975,1
11562,579,-0.319079856114608,2
11563,438,0.386537943218475,1
11563,438,0.592112584044411,2
11564,957,-0.587418357753918,1
11564,957,-0.573459687061761,2
11565,826,-0.699608862498466,1
11565,826,-1.1736792645875,2
11566,82,-0.757853135000552,1
11566,82,-0.736879799303375,2
11567,889,-0.701627343462165,1
11567,320,-0.163718181547056,2
11568,900,0.57217936011493,1
11568,900,0.059670725883175,2
11569,620,0.108177144402138,1
11569,620,0.183568948835781,2
11570,670,0.185507153692591,1
11570,670,0.297572056287342,2
11571,273,1.17180934354152,1
11571,398,1.15403695836105,2
11572,734,1.93691737907645,1
11572,734,1.76259278913619,2
11573,625,-0.399699680753012,1
11573,625,-0.0348348584455709,2
11574,452,0.366547704653,1
11574,452,0.239414786567548,2
11575,851,0.0480925819198834,1
11575,851,-0.0852823963832121,2
11576,122,0.723893368272944,1
11576,663,0.56628318762819,2
11577,969,1.52347462732362,1
11577,969,0.756709687924764,2
11578,570,0.670486824093361,1
11578,570,0.263272233579985,2
11579,517,0.104051673487535,1
11579,517,0.451484486498839,2
11580,548,0.884087176474284,1
11580,548,0.593167017305697,2
11581,933,-0.0675329132580257,1
11581,933,-0.468467088554273,2
11582,820,-1.42046420538808,1
11582,43,-1.54388849116016,2
11583,144,-0.390717548747077,1
11583,144,-0.760745866172712,2
11584,193,-0.318603229803772,1
11584,193,0.450503748397881,2
11585,759,-1.00745121109477,1
11585,759,-1.63885962933404,2
11586,241,-0.321013017683279,1
11586,241,0.742216103414174,2
11587,374,0.133840401518923,1
11587,374,0.0956634420522917,2
11588,268,0.127431017256898,1
11588,268,0.19453939512476,2
11589,440,-0.383944477859407,1
